make,model,type,fuelType,engine,horsepower,torqueLbFt,chassis,transmission,yearStart,yearEnd,floorplanCount,floorplans,lengthMinFt,lengthMaxFt,weightMinLbs,weightMaxLbs,sleeps,slideouts,rating,engine2000_2005,horsepower2000_2005,engine2006_2015,horsepower2006_2015,engine2016_2026,horsepower2016_2026,freshWater,grayWater,blackWater,fuelCapacityGal,towingCapacity,generator
Jayco,Seismic,Toy Hauler,N/A (towable),,,,N/A (towable),,2013,2026,3,3512; 4113; 4212,35,42,10000,15000,8,3,4.45,,,,,,,60,40,40,,5000,Onan / Generac
Jayco,Seneca Super C,Super C,Diesel,Ford Power Stroke 6.7L / Cummins Super C (by chassis year),330,950,Freightliner / Ford Super C,,2014,2026,3,37HJ; 37FS; 37TS,37,38,26000,34000,6,2,4.55,,,Cummins / Ford Super C diesel (era),300,Super C diesel (Ford 6.7 Power Stroke or Cummins by chassis),330,60,40,40,,15000,Onan / Generac
Jayco,Talon,Toy Hauler,N/A (towable),,,,N/A (towable),,2012,2026,4,313T; 392T; 403T; 414T,31,42,8000,14000,8,2,4.4,,,,,,,60,40,40,,5000,Onan / Generac
Keystone,Alpine,Fifth Wheel,N/A (towable),,,,N/A (towable),,2008,2026,6,3400RL; 3501RL; 3700FL; 3781FK; 3800FK; 3900RK,34,40,13000,17000,6,4,4.45,,,,,,,64,42,42,,0,
Keystone,Arcadia,Fifth Wheel,N/A (towable),,,,N/A (towable),,2018,2026,4,3400RL; 3660RL; 3770RL; 3800FL,34,40,11000,15000,6,3,4.4,,,,,,,60,40,40,,0,
Keystone,Avalanche,Fifth Wheel,N/A (towable),,,,N/A (towable),,2010,2025,5,300RL; 338GK; 360RB; 372BH; 378BH,30,40,10500,15000,8,3,4.3,,,,,,,60,40,40,,0,
Keystone,Bullet,Travel Trailer,N/A (towable),,,,N/A (towable),,2010,2027,13,1700BH; 1900RD; 221BHS; 243BHS; 250BHS; 253RDS; 260RBS; 260RBSWE; 287QBS; 290BHS; 308BHS; 330BHS; 330BKQ,18,36,3200,7800,8,1,4.25,,,,,,,43,30,30,,0,
Keystone,Cougar,Travel Trailer,N/A (towable),,,,N/A (towable),,1999,2027,14,22RBS; 22RBQ; 24RKS; 25BHS; 25FKD; 26RBS; 26RBSWE; 27SAB; 29BHS; 30BHS; 30RLS; 32BHS; 33MLS; 34TSB,22,35,5500,10000,8,2,4.35,,,,,,,54,60,30,,0,
Keystone,Cougar 5th Wheel,Fifth Wheel,N/A (towable),,,,N/A (towable),,2004,2027,15,260MLE; 290RLS; 303RLS; 307RES; 30RLS; 316RLS; 320RDS; 32BHSWE; 345MBS; 34TSB; 350LLK; 355FBS; 360MBI; 364BHL; 368MBI,30,39,9500,14000,8,3,4.4,,,,,,,54,76,38,,0,
Keystone,Cougar Half-Ton,Fifth Wheel,N/A (towable),,,,N/A (towable · half-ton rated package),,2012,2027,16,22MLS; 22RBK; 23MLE; 24SAB; 24SABWE; 25RES; 26RES; 26RKE; 27SAB; 28RLI; 29BHS; 29MBD; 29RKS; 30REP; 30RLS; 32BHS,27,35,7500,10500,6,2,4.4,,,,,,,54,60,30,,0,
Keystone,Fuzion,Toy Hauler,N/A (towable),,,,N/A (towable),,2012,2027,11,369; 373; 419; 421; 424; 425; 427; 428; 429; 430; 442,38,47,14000,18500,8,3,4.4,,,,,,,100,50,50,,0,Onan 5500W Gas (optional)
Keystone,Laredo,Travel Trailer,N/A (towable),,,,N/A (towable),,2000,2022,5,280BH; 285SRL; 293RK; 320BH; 330RL,28,34,7000,10000,8,2,4.25,,,,,,,52,34,34,,0,
Keystone,Montana,Fifth Wheel,N/A (towable),,,,N/A (towable),,1996,2027,24,3100RL; 3120RL; 3231CK; 3402RL; 3500RD; 3532SP; 3582RL; 3625RE; 3700RL; 3710FL; 3720RL; 3721RL; 3761FL; 3764KB; 3790RD; 3791RD; 3800FL; 3811MS; 3855BR; 3857BR; 3900RK; 3901RK; 3950BR; 3953FB,32,44,12000,18000,6,3,4.5,,,,,,,66,78,46,,0,Optional / prep
Keystone,Montana High Country,Fifth Wheel,N/A (towable),,,,N/A (towable),,2014,2027,11,290RL; 295RL; 311RD; 330RL; 335FL; 351BH; 370FL; 377FL; 381TB; 381TH; 391TB,29,41,9000,14500,8,3,4.5,,,,,,,74,78,46,,0,Optional / prep
Keystone,Passport,Travel Trailer,N/A (towable),,,,N/A (towable),,2000,2027,12,189ML; 199ML; 219BH; 221BH; 239ML; 2400BH; 248BH; 2500RL; 253RD; 2700BH; 2700RL; 2920BH,19,33,3800,7200,7,1,4.25,,,,,,,44,30,30,,0,
Keystone,Raptor,Toy Hauler,N/A (towable),,,,N/A (towable),,2011,2027,8,352; 355; 413; 415; 421; 428; 429; 431,36,46,13000,18000,8,3,4.35,,,,,,,90,45,45,,0,Onan 5500W Gas (prep / optional)
Keystone,Springdale,Travel Trailer,N/A (towable),,,,N/A (towable),,2005,2027,14,1700FQ; 1750RD; 1760BH; 1800BH; 1860SS; 2100RL; 2120RKS; 2300BH; 2340MLS; 241FK; 260BH; 260BHC; 262RKS; 2880BRS,18,34,3000,7500,8,1,4.15,,,,,,,40,30,30,,0,
Keystone,Sprinter,Fifth Wheel,N/A (towable),,,,N/A (towable),,2000,2024,5,269FWRLS; 293FWRLS; 333FWRKS; 3530SIK; 3570FLS,27,36,9000,14000,8,3,4.2,,,,,,,56,36,36,,0,
KZ RV,Connect,Fifth Wheel,N/A (towable),,,,N/A,,2014,2026,3,C261RB; C303BH; C312BH,28,34,7000,10000,6,2,4.2,,,,,,,60,40,40,,0,
KZ RV,Durango,Fifth Wheel,N/A (towable),,,,N/A,,2010,2026,3,G333RLT; G386FLF; G348BH,34,41,10000,14000,8,3,4.3,,,,,,,60,40,40,,0,
KZ RV,Sportsmen Sportster,Toy Hauler,N/A (towable),,,,N/A,,2010,2026,4,301TH; 331TH; 301THR12; 351TH,30,36,7000,10000,8,1,4.3,,,,,,,60,32,32,,0,Generator prep / optional 4kW
KZ RV,Sportster,Toy Hauler,N/A (towable),,,,N/A,,2008,2026,3,301THR12; 331THR13; 351TH13,31,36,7500,10500,8,1,4.3,,,,,,,64,34,34,,0,Onan 4000W Gas (optional)
KZ RV,Sportster Destination,Toy Hauler,N/A (towable),,,,N/A,,2015,2026,3,353TH13; 351TH13; 301TH12,32,38,9000,12000,8,2,4.3,,,,,,,70,40,40,,0,Onan 4000W Gas (optional)
KZ RV,Venom,Toy Hauler,N/A (towable),,,,N/A,,2012,2026,3,3911TK; 4013TK; 4113TK,39,43,14000,18000,8,3,4.3,,,,,,,100,50,50,,0,Onan 5500W Gas (optional)
Lance,Lance 1172,Truck Camper,N/A (truck camper),,,,N/A,,2005,2026,1,1172,11,11,3300,3500,4,1,4.6,,,,,,,38,30,30,,0,
Lance,Lance 2375,Travel Trailer,N/A (towable),,,,N/A,,2008,2026,1,2375,26,26,5200,5600,5,1,4.7,,,,,,,55,40,40,,0,
Lance,Lance 2465,Travel Trailer,N/A (towable),,,,N/A,,2010,2026,1,2465,27,27,5800,6200,6,1,4.7,,,,,,,55,40,40,,0,
Leisure Travel Vans,Free,Class B,Diesel / Gas,Mercedes-Benz diesel / Ford Transit (by year),188,,Mercedes Sprinter / Ford Transit,,2018,2026,2,25TBS; 25RL,24,26,9500,11500,4,0,4.6,,,,,Mercedes-Benz diesel / Ford Transit (by year),188,28,20,18,,3500,Solar packages common
Leisure Travel Vans,Serenity,Class B,Diesel,Mercedes-Benz diesel (Sprinter),188,,Mercedes Sprinter,,2010,2026,2,24CB; S24,24,25,10000,12000,4,0,4.7,,,Mercedes-Benz turbodiesel (Sprinter),188,Mercedes-Benz diesel (Sprinter),188,30,22,22,,5000,Solar packages common
Leisure Travel Vans,Unity,Class B+,Diesel,Mercedes-Benz diesel (Sprinter),188,,Mercedes-Benz Sprinter,,1993,2026,8,24CB; 24FX; 24IB; 24MB; 24RL; 24TB; U24CB; U24FX,24,26,11000,14500,4,1,4.85,Mercedes-Benz turbodiesel (Sprinter / early T1N–NCV3),154,Mercedes-Benz 3.0L V6 turbodiesel ~188HP,188,Mercedes-Benz 3.0L V6 / 2.0L I4 turbodiesel (by year),188,40,30,30,,5000,Optional LP / solar + lithium common
Leisure Travel Vans,Wonder,Class B+,Diesel / Gas (by chassis),Mercedes-Benz diesel / Ford Transit (select),188,,Mercedes Sprinter / Ford Transit,,2015,2026,6,24FTB; 24MB; 24RB; 24RTB; W24FTB; W24RTB,24,25,10500,14000,4,1,4.8,,,Gas or diesel chassis by build (era),300,Mercedes-Benz diesel / Ford Transit (select),188,40,28,28,,5000,Optional LP (often standard later years)
Leisure Travel Vans,Wonder XL,Class B+,Diesel,Mercedes-Benz diesel (Sprinter 170 EXT),188,,Mercedes Sprinter 170 EXT,,2018,2026,5,26FBT; 26MB; 24RB; 26RB; 26RTB,25,27,12000,15500,4,1,4.9,,,,,Mercedes-Benz diesel (Sprinter 170 EXT),188,46,34,34,,5000,Solar + lithium / optional LP
Midwest Automotive Designs,Passage,Class B,Diesel / Gas,Mercedes-Benz turbodiesel / Ford Transit (MD2F),188,,Mercedes Sprinter / Ford Transit,,2016,2026,5,FD2; MD2; MD3; MD4; MD2F,19,25,8500,11500,2,0,4.8,,,,,Mercedes turbodiesel (Sprinter) or Ford EcoBoost (MD2F),188,28,20,0,,5000,Solar + lithium packages
Midwest Automotive Designs,Passage Daycruiser,Class B,Diesel,Mercedes-Benz turbodiesel (Sprinter),188,,Mercedes Sprinter,,2018,2026,2,Daycruiser; DC,19,23,8500,10500,2,0,4.65,,,,,Mercedes-Benz turbodiesel (Sprinter),188,20,15,0,,5000,Solar packages
Midwest Automotive Designs,Weekender,Class B,Diesel,Mercedes-Benz turbodiesel (Sprinter),188,,Mercedes Sprinter,,2000,2026,3,Weekender; 144; 170,19,24,8000,11000,2,0,4.7,Mercedes-Benz turbodiesel (Sprinter / early T1N–NCV3),154,Mercedes-Benz turbodiesel (Sprinter),188,Mercedes-Benz turbodiesel (Sprinter),188,25,18,0,,5000,Solar packages
Monaco Coach,Camelot,Class A Diesel,Diesel,Cummins B6.7 / L9 360–450HP,360,,Freightliner XC-Series,,2005,2026,2,36M; 40M,36,40,30000,40000,6,2,4.45,Cummins ISL / ISB diesel (era),350,Cummins ISL / ISB 300–450HP (era),380,Cummins B6.7 / L9 class,360,80,45,45,,10000,Onan Diesel / Gas
Monaco Coach,Dynasty,Class A Diesel,Diesel,Cummins L9 / ISL / ISX (by year),450,1250,Freightliner / Spartan (by year),Allison automatic,2000,2026,3,36P; 38P; 42P,36,42,34000,46000,6,3,4.55,Cummins ISL / ISB diesel (era),350,Cummins ISL / ISB 300–450HP (era),380,Cummins L9 450HP class,450,80,45,45,,10000,Onan Diesel / Gas
Monaco Coach,Knight,Class A Diesel,Diesel,Cummins ISL / L9 class,380,,Freightliner XC,,2008,2023,2,36P; 40P,36,40,30000,40000,6,2,4.4,,,Cummins ISL / ISB 300–450HP (era),380,Cummins ISL / L9 class,380,80,45,45,,10000,Onan Diesel / Gas
Monaco Coach Classic,Signature,Class A Diesel,Diesel,Cummins ISX 600HP,600,,Roadmaster IS Custom,,1997,2009,3,42SA; 45BM; 44BD,42,45,48000,56000,4,4,4.8,Cummins ISX 600HP class,600,Cummins ISX 600HP class,600,,,110,60,56,,10000,Onan 12500W Diesel QD
Monaco Coach Classic,Windsor,Class A Diesel,Diesel,Cummins ISL 400HP,400,,Roadmaster IS,,1998,2009,2,42PBQ; 44DBT,42,44,46000,52000,6,3,4.7,Cummins ISL 400–450HP class,400,Cummins ISL 400–450HP class,400,,,100,55,52,,10000,Onan 10000W Diesel QD
National RV,Sea Breeze,Class A Gas,Gas,Ford V10 6.8L,320,,Ford F53,,1998,2009,3,8311; 8340; 8378,31,38,22000,28000,6,2,4.2,Ford Triton V10 6.8L,320,Ford Triton V10 6.8L,320,,,75,40,40,,5000,Onan 5500W Gas MicroQuiet
National RV,Tropi-Cal,Class A Diesel,Diesel,Cummins ISL 340HP,340,,Spartan K2,,2001,2009,3,40PB; 43RQ; 40RB,40,43,42000,50000,6,3,4.4,Cummins ISB / ISL mid-diesel (era),340,Cummins ISB / ISL mid-diesel (era),340,,,90,48,46,,10000,Onan 8000W Diesel QD
Newmar,Bay Star,Class A Gas,Gas,Ford 7.3L Godzilla / V10 6.8L (by year),350,,Ford F53,,2005,2026,6,3124; 3401; 3626; 3629; 3014; 3811,30,38,16000,24000,6,2,4.35,Ford Triton V10 6.8L ~305–362HP,320,Ford Triton V10 6.8L ~305–362HP,320,Ford 7.3L V8 Godzilla,350,70,40,40,80,5000,Onan 5500W Gas
Newmar,Bay Star Sport,Class A Gas,Gas,Ford 7.3L / V10 (by year),350,,Ford F53,,2010,2026,4,2702; 2903; 3014; 3307,27,33,14000,20000,6,2,4.3,,,Ford Triton V10 6.8L ~305–362HP,320,Ford 7.3L V8 Godzilla,350,60,35,35,,5000,Onan 4000–5500W Gas
Newmar,Canyon Star,Super C,Diesel,Ford Power Stroke 6.7L / Cummins (by chassis year),330,950,Freightliner / Ford Super Duty Super C platform,Allison / TorqShift,2010,2026,5,3710; 3927; 3947; 3713; 3921,37,40,26000,34000,6,3,4.55,,,Cummins / Ford Super C diesel (era),300,Ford Power Stroke 6.7L or Cummins Super C diesel,330,80,50,40,80,15000,Onan 8kW
Newmar,Dutch Star,Class A Diesel,Diesel,Cummins L9 450HP,450,1250,Freightliner XC-Series (Spartan optional some years),Allison 3000 MH,2000,2026,8,4018; 4081; 4369; 4311; 4052; 3717; 4326; 4543,37,45,36000,48000,6,3,4.65,Cummins ISL / ISB diesel (era),350,Cummins ISL / ISB 300–450HP (era),380,Cummins L9 450HP,450,100,55,50,100,15000,Onan 8–10kW Diesel QD
Newmar,Essex,Class A Diesel,Diesel,Cummins X15 605HP,605,1950,Spartan K3,Allison 4000 MH,2012,2026,5,4551; 4544; 4534; 4519; 4561,45,45,54000,62000,4,5,4.9,,,Cummins ISX 600HP,600,Cummins X15 605HP,605,110,62,58,150,15000,Onan 12.5kW Quiet Diesel
Newmar,King Aire,Class A Diesel,Diesel,Cummins X15 605HP,605,1950,Spartan K3,Allison 4000 MH,2005,2026,6,45AHQ; 45IQH; 4531; 45RBQ; 4553; 42AQHP,42,45,50000,58000,6,4,4.85,Cummins ISL / ISB diesel (era),350,Cummins ISL / ISB 300–450HP (era),380,Cummins X15 605HP,605,105,55,52,150,15000,Onan 10–12.5kW Quiet Diesel
Newmar,Kountry Star,Class A Diesel,Diesel,Cummins B6.7 360HP,360,800,Freightliner XCR,Allison 3000 MH,2000,2026,8,3712; 3910; 4005; 3709PK; 3221; 3412; 4011; 4037,34,41,28000,40000,6,3,4.5,Cummins ISB / Cat turbodiesel (by build),300,Cummins ISB / Cat turbodiesel (by build),300,Cummins B6.7 360HP,360,105,65,45,100,10000,Cummins Onan 8kW Quiet Diesel
Newmar,London Aire,Class A Diesel,Diesel,Cummins ISX 600HP,600,,Spartan K3,,2000,2018,3,4551; 4533; 4561,45,45,52000,60000,4,4,4.85,Cummins ISL / ISB diesel (era),350,Cummins ISL / ISB 300–450HP (era),380,Cummins ISX 600HP,600,105,55,50,,15000,Onan 12.5kW Quiet Diesel
Newmar,Mountain Aire,Class A Diesel,Diesel,Cummins L9 450HP / X12 500HP (by year/option),450,1250,Spartan K3 / Freightliner (by year),Allison 3000 MH,2008,2026,8,4536; 4553; 4304; 4526; 4118; 4546; 4574; 4536PBD,41,45,42000,52000,6,4,4.7,,,Cummins ISL / ISB 300–450HP (era),380,Cummins L9 450HP / X12 500HP option,450,100,55,50,100,15000,Onan 10kW Quiet Diesel
Newmar,New Aire,Class A Diesel,Diesel,Cummins B6.7 / L9 360–450HP,360,800,Freightliner XC-Series,Allison automatic,2014,2026,6,3543; 3545; 3831; 3836; 3843; 3943,35,40,30000,40000,6,3,4.55,,,Cummins B6.7 360HP,360,Cummins B6.7 / L9 360–450HP,360,90,50,50,90,10000,Onan 8kW Diesel QD
Newmar,Ventana,Class A Diesel,Diesel,Cummins B6.7 / L9 360–450HP,360,800,Freightliner XC-Series,Allison automatic,2006,2026,6,3436; 3717; 4037; 4041; 4369; 4310,34,44,30000,42000,6,3,4.5,,,Cummins ISL / ISB 300–450HP (era),380,Cummins B6.7 / L9 360–450HP,360,90,50,45,90,10000,Onan 8kW Diesel QD
Newmar Classic,London Aire,Class A Diesel,Diesel,Cummins ISX 600HP,600,,Spartan K3,,1991,2008,3,4001; 4504; 4550,40,45,46000,54000,6,3,4.8,Cummins ISX 600HP class,600,Cummins ISX 600HP class,600,,,100,55,50,,10000,Onan 10000W Diesel QD
Newmar Classic,Scottsdale,Class A Gas,Gas,Ford V10 6.8L,320,,Ford F53,,1997,2005,3,3601; 3801; 3901,35,39,22000,28000,7,2,4.2,Ford Triton V10 6.8L,310,,,,,75,40,40,,5000,Onan 5500W Gas MicroQuiet
Nexus RV,Ghost,Class C,Gas,Ford 7.3L V8 Godzilla,350,,Ford E-450,,2014,2026,5,29DS; 30DS; 32DS; 33DS; 34DS,29,35,14000,17000,6,2,4.4,,,Ford Triton V10 6.8L (E-450 / F-53 cutaway era),305,Ford 7.3L V8 Godzilla,350,50,34,34,,5000,Onan 4000W Gas MicroQuiet
Nexus RV,Phantom,Class C,Gas,Ford 7.3L / 6.2L (by year),300,,Ford E-450,,2010,2026,5,25P; 27P; 28P; 29P; 31P,25,31,12000,16000,7,1,4.3,,,Ford 6.2L V8,300,Ford 7.3L V8 Godzilla 350HP,350,50,30,30,,5000,Onan 4000W Gas MicroQuiet
Nexus RV,Rebel Super C,Super C,Diesel,Ford Power Stroke 6.7L Diesel,330,,Ford F-550,,2016,2026,5,32T; 33T; 35T; 37T; 38T,32,39,22000,30000,6,2,4.5,,,,,Ford Power Stroke 6.7L Diesel,330,70,45,45,,15000,Onan 5500–8000W Diesel
Nexus RV,Triumph,Super C,Diesel,Ford Power Stroke 6.7L Diesel,330,,Ford F-550,,2014,2026,6,29T; 31T; 33T; 35T; 38T; 40T,29,40,22000,32000,8,2,4.5,,,Cummins / Ford Super C diesel (era),300,Ford Power Stroke 6.7L Diesel,330,75,40,40,,15000,Onan 5500W Diesel QD
Nexus RV,Viper,Class C,Gas,Ford 7.3L / 6.2L (by year),300,,Ford E-450,,2010,2026,5,27V; 29V; 31M; 32DS; 34V,27,34,14000,18000,6,2,4.4,,,Ford 6.2L V8 / 6.8L V10 (by year),300,Ford 7.3L V8 Godzilla 350HP,350,55,34,34,,5000,Onan 4000W Gas MicroQuiet
Northwood Manufacturing,Arctic Fox,Travel Trailer,N/A (towable),,,,N/A,,2005,2026,6,22G; 25Y; 27-5L; 29-5L; 32-5L; 22FB,22,33,6500,10000,7,2,4.8,,,,,,,65,42,42,,0,
Northwood Manufacturing,Nash,Travel Trailer,N/A (towable),,,,N/A,,2005,2026,5,17K; 22H; 23D; 25G; 24B,17,26,3800,6500,7,1,4.5,,,,,,,44,28,28,,0,
Northwood Manufacturing,Wolf Creek,Truck Camper,N/A (truck camper),,,,N/A,,2005,2026,3,850; 890; 1050,8,11,2200,3200,4,0,4.7,,,,,,,32,22,22,,0,
Oliver Travel Trailers,Legacy Elite,Travel Trailer,N/A (towable),,,,N/A,,2008,2026,2,Standard; Bunk,23,23,5700,6200,4,0,4.9,,,,,,,44,30,30,,0,
Oliver Travel Trailers,Legacy Elite II,Travel Trailer,N/A (towable),,,,N/A,,2012,2026,2,Standard; Twin Bed,24,24,6700,7200,4,0,4.9,,,,,,,52,36,36,,0,
Outdoors RV,Back Country,Travel Trailer,N/A (towable),,,,N/A,,2010,2026,4,20CBD; 21BD; 23CBS; 25DBS,20,26,4800,7000,6,0,4.6,,,,,,,46,30,30,,0,
Outdoors RV,Timber Ridge,Travel Trailer,N/A (towable),,,,N/A,,2010,2026,5,24RKS; 26RLS; 28BHS; 28DBS; 21FBS,21,29,6000,8500,7,1,4.7,,,,,,,55,38,38,,0,Onan 5500W Gas (prep / optional)
Outdoors RV,Wind River,Travel Trailer,N/A (towable),,,,N/A,,2010,2026,4,230RBS; 260RKSLE; 280RKSLE; 250RDSLE,23,29,5800,8000,6,1,4.6,,,,,,,50,34,34,,0,
Palomino,Columbus,Fifth Wheel,N/A (towable),,,,N/A (towable),,2012,2026,7,329DV; 340RK; 370FL; 380RL; 383FB; 383RLH; 388FKH,33,42,11000,16000,6,4,4.35,,,,,,,60,70,40,,0,
Palomino,Columbus Compass,Fifth Wheel,N/A (towable),,,,N/A (towable),,2012,2026,4,320RL; 329DV; 340RK; 383FB,32,40,10000,15000,6,3,4.3,,,,,,,54,60,36,,0,
Palomino,Puma,Travel Trailer,N/A (towable),,,,N/A (towable),,2005,2026,9,16BHQ; 25RKSS; 26FKDS; 28BHSS; 30RKQS; 32BHQS; 32FBIS; 337BH; 38RLB,18,40,3200,9000,10,1,4.15,,,,,,,43,30,30,,0,
Palomino,Puma Unleashed,Toy Hauler,N/A (towable),,,,N/A (towable),,2014,2026,3,383THS; 383TOC; 356THS,34,40,9000,14000,8,2,4.2,,,,,,,60,40,40,,0,Generator prep
Palomino,Real-Lite,Travel Trailer,N/A (towable),,,,N/A (towable),,2006,2026,6,160SS; 180; 1810BH; 208; Mini Lite 180; SS-1607,16,24,2500,4500,6,0,4.15,,,,,,,26,22,22,,0,
Palomino,Real-Lite FW,Fifth Wheel,N/A (towable),,,,N/A (towable),,2012,2026,4,1850; 2120; 2450; 2600,20,28,5500,9000,6,1,4.2,,,,,,,40,30,30,,0,
Palomino,Sabre,Fifth Wheel,N/A (towable),,,,N/A (towable),,2011,2026,3,36DBQ; 37FLL; 38MBH,36,40,11000,15000,8,3,4.25,,,,,,,54,60,40,,0,
Palomino,SolAire,Travel Trailer,N/A (towable),,,,N/A (towable),,2014,2026,6,202RB; 243BHS; 258RBSS; 294DBHS; 304RKDS; 317BHSK,22,35,4500,7800,8,1,4.2,,,,,,,40,30,30,,0,
Pleasure-Way,Ascent,Class B,Diesel,Mercedes-Benz diesel (Sprinter),188,,Mercedes Sprinter,,2018,2026,3,FL; TS; TW,19,23,8500,11000,4,0,4.8,,,,,Mercedes-Benz diesel (Sprinter),188,26,20,18,,5000,Solar packages
Pleasure-Way,Lexor,Class B,Gas,Ram 3.6L V6 gas,280,,Ram ProMaster,,2014,2026,3,TS; FL; RB,20,22,8000,10500,4,0,4.7,,,Ram / Dodge 3.6L V6 gas (or earlier 3.6/3.0 by year),280,Ram 3.6L V6 gas,280,24,18,15,,3500,Solar packages
Pleasure-Way,Ontour,Class B,Gas / Diesel,Ford Transit EcoBoost / diesel (by year),310,,Ford Transit,,2016,2026,4,2.0; 2.2; 2.2 AWD; 2.2 RB,19,22,7500,10000,2,0,4.65,,,,,Ford Transit EcoBoost / diesel (by year),310,20,14,0,,2000,Solar packages
Pleasure-Way,Ontour 2.0,Class B,Gas,Ford Transit 3.5L EcoBoost,310,,Ford Transit,,2016,2026,1,2.0,19,20,7800,9000,2,0,4.6,,,,,Ford Transit 3.5L EcoBoost,310,20,14,0,,2000,Solar
Pleasure-Way,Plateau,Class B,Diesel,Mercedes-Benz diesel (Sprinter),188,,Mercedes-Benz Sprinter,,2005,2026,8,FL; RB; TS; TS Bench; TS Twin; TW; XLFL; XLRB,22,25,9500,12000,4,0,4.85,Mercedes-Benz turbodiesel (Sprinter / early T1N–NCV3),154,Mercedes-Benz 3.0L V6 turbodiesel ~188HP,188,Mercedes-Benz turbodiesel (I4/V6 by year),188,30,22,22,,5000,Solar packages standard on many years
Pleasure-Way,Plateau TS,Class B,Diesel,Mercedes-Benz diesel (Sprinter),188,,Mercedes Sprinter,,2005,2026,3,TS; TS Bench; TS Twin,22,24,10000,11500,4,0,4.85,Mercedes-Benz turbodiesel (Sprinter / early T1N–NCV3),154,Mercedes-Benz turbodiesel (Sprinter),188,Mercedes-Benz diesel (Sprinter),188,30,22,22,,5000,Solar packages
Regency,Ultra Brougham,Class B,Diesel,Mercedes-Benz 3.0L V6,188,,Mercedes Sprinter 170 EXT,,2015,2026,4,25QB; 25HB; 28QB; 28RK,25,29,12500,15500,4,1,4.9,,,Mercedes-Benz turbodiesel (Sprinter),188,Mercedes-Benz 3.0L V6,188,40,30,30,,5000,None (lithium 400Ah + 600W solar)
Renegade RV,Classic Super C,Super C,Diesel,Cummins Super C diesel,360,,Freightliner Super C,,2010,2026,3,38FSB; 40FSB; 40FSBXL,38,40,30000,38000,6,2,4.65,,,Cummins / Ford Super C diesel (era),300,Cummins Super C diesel,360,60,40,40,,5000,Onan / Generac
Renegade RV,Ikon,Super C,Diesel,Ford Power Stroke 6.7L / Super C diesel,330,950,Ford F-550 or Freightliner Super C (by year),,2018,2026,2,28DSB; 32DSB,28,32,22000,30000,6,2,4.5,,,,,Super C diesel (Ford 6.7 or Cummins by chassis),330,60,40,40,,5000,Onan / Generac
Renegade RV,Valencia,Super C,Diesel,Cummins ISB / B6.7 Super C diesel,340,700,Freightliner Super C / M2-class,Allison automatic,2014,2026,3,35MB; 38RW; 38RB,35,38,26000,34000,6,2,4.55,,,Cummins / Ford Super C diesel (era),300,Cummins ISB / B6.7 Super C diesel,340,60,40,40,,15000,Onan / Generac
Renegade RV,Verona,Super C,Diesel,Cummins Super C diesel 340–360HP,360,800,Freightliner Super C,,2012,2026,3,36VSB; 40VRB; 40VSB,36,40,28000,36000,6,2,4.6,,,Cummins / Ford Super C diesel (era),300,Cummins Super C diesel 340–360HP,360,60,40,40,,5000,Onan / Generac
Renegade RV,Verona LE,Super C,Diesel,Cummins Super C diesel,340,,Freightliner Super C,,2018,2026,2,36VSB; 40VRB,36,40,27000,35000,6,2,4.55,,,,,Cummins Super C diesel,340,60,40,40,,5000,Onan / Generac
Renegade RV,Vienna,Super C,Diesel,Cummins / Ford Super C diesel,330,,Super C platform,,2020,2026,2,25VRB; 28VRB,25,28,20000,28000,6,2,4.5,,,,,Super C diesel,330,60,40,40,,5000,Onan / Generac
Renegade RV,Villager,Class C,Gas,Ford 7.3L V8,350,,Ford E-450,,2012,2026,2,25QBG; 25QBS,25,28,11000,14500,6,2,4.3,,,Ford 6.8L V10 / 6.2L V8 (by year),305,Ford 7.3L V8 Godzilla,350,60,40,40,,5000,Onan / Generac
Renegade RV,Villagio,Class A Diesel,Diesel,Mercedes-Benz Sprinter turbodiesel,188,,Mercedes Sprinter cowl,,2014,2024,2,24FW; 24RB,24,26,11000,14000,6,2,4.45,,,Cummins ISL / ISB 300–450HP (era),380,Mercedes-Benz 2.0L I4 turbodiesel,208,60,40,40,,5000,Onan / Generac
Roadtrek,Chase,Class B,Gas / Diesel,Ram 3.6L V6 / Mercedes diesel (by year),188,,Ram ProMaster / Mercedes Sprinter,,2016,2026,2,Chase; Chase Plus,19,22,7000,9500,4,0,4.35,,,,,Ram 3.6L V6 / Mercedes diesel (by year),188,18,14,10,,2000,Solar packages
Roadtrek,CS Adventurous,Class B,Diesel,Mercedes-Benz diesel (Sprinter),188,,Mercedes Sprinter,,2008,2026,2,CS; Adventurous,22,24,9500,11500,4,0,4.4,,,Mercedes-Benz turbodiesel (Sprinter),188,Mercedes-Benz diesel (Sprinter),188,26,18,18,,4000,Solar + lithium common
Roadtrek,Play,Class B,Gas,Ram 3.6L V6 gas,280,,Ram ProMaster,,2018,2026,2,Play; Play+,19,21,7500,9500,4,0,4.4,,,,,Ram 3.6L V6 gas,280,20,15,12,,2000,Solar + lithium packages
Roadtrek,Popular,Class B,Gas / Diesel,Ram / Mercedes / Chevy (by era),188,,ProMaster / Sprinter / Chevy (by era),,2005,2026,4,190; 210; Popular 190; Popular 210,19,22,7000,10000,4,0,4.3,Gas or diesel chassis by build (2000–2005),300,Gas or diesel chassis by build (era),300,Ram / Mercedes / Chevy (by era),188,18,14,12,,2000,Solar packages
